OBJECTID,A,Service Category,Service Type,Walk-in,Insurance,Children,Facility Name ,Address,City,Borough,Latitude,Longitude,ZIP Code,Phone,Website,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,More Information,DOHMH Website,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
254,265,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,285 Kings Highway,Brooklyn,Brooklyn,40.60517789,-73.979964050000007,11223,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.60517789', 'longitude': '-73.97996405', 'human_address': '{""address"": ""285 Kings Highway"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",18183,1,2,18,37
486,622,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Gristides Pharmacy,686 N Main Street,Manhattan,MANHATTAN,40.765135110000003,-73.946777769999997,10044,(212) 644-4125,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76513511', 'longitude': '-73.94677777', 'human_address': '{""address"": ""686 N Main Street"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",13099,23,4,1,72
835,598,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Stop and Shop Pharmacy,691 Co-op City Blvd.,Bronx,BRONX,40.879858050000003,-73.823906449999996,10475,(718) 862-2883,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.87985805', 'longitude': '-73.82390645', 'human_address': '{""address"": ""691 Co-op City Blvd."", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",12344,43,5,2,28
107,31,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,378 AVENUE OF THE AMERICAS,NEW YORK,Manhattan,40.732997339999997,-73.999968359999997,10011,212-674-5357,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.73299734', 'longitude': '-73.99996836', 'human_address': '{""address"": ""378 AVENUE OF THE AMERICAS"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12074,57,4,32,3
239,370,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,516 East 14th Street,Manhattan,Manhattan,40.729974349999999,-73.979411450000001,10009,(212) 979-1455,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.72997435', 'longitude': '-73.97941145', 'human_address': '{""address"": ""516 East 14th Street"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",11729,70,4,50,5
122,122,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,750 NEW YORK AVE,BROOKLYN,Brooklyn,40.65537638,-73.947176650000003,11203,718-941-8694,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.65537638', 'longitude': '-73.94717665', 'human_address': '{""address"": ""750 NEW YORK AVE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",13510,61,2,11,40
515,438,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,15-08  College Point Blvd,Queens,Queens,40.783681530000003,-73.845867290000001,11356,(718) 445-5800,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.78368153', 'longitude': '-73.84586729', 'human_address': '{""address"": ""15-08 College Point Blvd"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",14191,22,3,20,67
349,89,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,188 DYCKMAN ST,NEW YORK,Manhattan,40.864451199999998,-73.926609209999995,10040,212-567-1282,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.8644512', 'longitude': '-73.92660921', 'human_address': '{""address"": ""188 DYCKMAN ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",13098,47,4,39,22
575,539,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,500 GRAND ST.,NEW YORK,MANHATTAN,40.71473855,-73.982605789999994,10002,(212) 677-1007,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71473855', 'longitude': '-73.98260579', 'human_address': '{""address"": ""500 GRAND ST."", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11723,70,4,32,4
807,588,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,51 ASTOR PLACE,NEW YORK,MANHATTAN,40.730176049999997,-73.990460189999993,10003,(212) 777-1638,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.73017605', 'longitude': '-73.99046019', 'human_address': '{""address"": ""51 ASTOR PLACE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11724,70,4,50,5
85,324,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,1998 Bruckner Blvd,Bronx,Bronx,40.825903670000002,-73.857137870000003,10473,(718) 239-4428,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.82590367', 'longitude': '-73.85713787', 'human_address': '{""address"": ""1998 Bruckner Blvd"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",11611,58,5,31,26
354,177,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,7301 37TH AVE,JACKSON HEIGHTS,Queens,40.748917550000002,-73.892383210000006,11372,718-672-8038,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74891755', 'longitude': '-73.89238321', 'human_address': '{""address"": ""7301 37TH AVE"", ""city"": ""JACKSON HEIGHTS"", ""state"": """", ""zip"": """"}'}",14783,65,3,5,73
822,594,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,1598 FLATBUSH AVE,BROOKLYN,BROOKLYN,40.631557839999999,-73.946344300000007,11210,(718)-637-5006,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.63155784', 'longitude': '-73.9463443', 'human_address': '{""address"": ""1598 FLATBUSH AVE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",17217,60,2,26,43
481,716,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Emcon Pharmacy,49 5th Avenue,Brooklyn,BROOKLYN,40.681317249999999,-73.977119849999994,11217,(718) 789-3370,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.68131725', 'longitude': '-73.97711985', 'human_address': '{""address"": ""49 5th Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",17619,14,2,27,50
603,652,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Bowen Pharmacy,881 10th Avenue,Manhattan,MANHATTAN,40.769478079999999,-73.988302840000003,10019,(212) 956-9111,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76947808', 'longitude': '-73.98830284', 'human_address': '{""address"": ""881 10th Avenue"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",12081,12,4,19,10
767,769,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Clarkson Pharmacy,524 Clarkson Avenue,Brooklyn,BROOKLYN,40.65588554,-73.942140339999995,11203,(718) 774-7656,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.65588554', 'longitude': '-73.94214034', 'human_address': '{""address"": ""524 Clarkson Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",16866,61,2,17,40
148,40,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,33 7TH AVE,NEW YORK,Manhattan,40.737611229999999,-74.000330890000001,10011,212-741-3365,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.73761123', 'longitude': '-74.00033089', 'human_address': '{""address"": ""33 7TH AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12074,57,4,10,3
398,401,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,45-02  43rd Avenue,Queens,Queens,40.744943130000003,-73.918973390000005,11104,(718) 433-0941,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74494313', 'longitude': '-73.91897339', 'human_address': '{""address"": ""45-02 43rd Avenue"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",16861,53,3,33,66
688,679,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Saad Pharmacy,87-37 Britton Avenue,Elmhurst,QUEENS,40.747777720000002,-73.878793439999995,11373,(718) 476-9100,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74777772', 'longitude': '-73.87879344', 'human_address': '{""address"": ""87-37 Britton Avenue"", ""city"": ""Elmhurst"", ""state"": """", ""zip"": """"}'}",14784,66,3,21,68
281,381,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,2002 Avenue U,Brooklyn,Brooklyn,40.599392940000001,-73.951038019999999,11229,(718) 769-2058,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.59939294', 'longitude': '-73.95103802', 'human_address': '{""address"": ""2002 Avenue U"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",13512,32,2,15,36
62,222,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,5716 Avenue U,Brooklyn,Brooklyn,40.613176639999999,-73.917322310000003,11234,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.61317664', 'longitude': '-73.91732231', 'human_address': '{""address"": ""5716 Avenue U"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",13825,5,2,8,38
635,480,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,75-75  31st Avenue,Queens,Queens,40.758648049999998,-73.891898350000005,11370,(718) 446-0300,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75864805', 'longitude': '-73.89189835', 'human_address': '{""address"": ""75-75 31st Avenue"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",14781,65,3,4,73
878,878,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Advantagecare Physicans Medical Office,96-10 METROPOLITAN AVENUE,96-10 METROPOLITAN AVENUE,QUEENS,40.711298470000003,-73.856294160000004,11375,646-680-3000,{'url': 'http://acpny.com/city'},,,,,,,,Call 646-680-3000 for an appointment or for walk-in hours. Both cash and insurance are accepted.,,"{'latitude': '40.71129847', 'longitude': '-73.85629416', 'human_address': '{""address"": ""96-10 METROPOLITAN AVENUE"", ""city"": ""96-10 METROPOLITAN AVENUE"", ""state"": """", ""zip"": """"}'}",14786,40,3,28,70
693,683,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,5247 Broadway Drugs Inc (Drug Mart),5203a Broadway,Bronx,BRONX,40.874555950000001,-73.909861250000006,10463,(718) 562-6637,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.87455595', 'longitude': '-73.90986125', 'human_address': '{""address"": ""5203a Broadway"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",11272,48,4,39,33
735,564,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,260 ARDEN AVE.,STATEN ISLAND,STATEN ISLAND,40.553103649999997,-74.191760590000001,10312,(718) 966-5509,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.55310365', 'longitude': '-74.19176059', 'human_address': '{""address"": ""260 ARDEN AVE."", ""city"": ""STATEN ISLAND"", ""state"": """", ""zip"": """"}'}",10699,15,1,9,77
222,61,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,4318 13TH AVE,BROOKLYN,Brooklyn,40.638261970000002,-73.988798610000003,11219,718-686-0047,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.63826197', 'longitude': '-73.98879861', 'human_address': '{""address"": ""4318 13TH AVE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",17621,2,2,27,39
294,162,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,893 MANHATTAN AVE,BROOKLYN,Brooklyn,40.730020940000003,-73.954198529999999,11222,718-389-6440,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.73002094', 'longitude': '-73.95419853', 'human_address': '{""address"": ""893 MANHATTAN AVE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",18182,36,2,38,57
867,867,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Advantagecare Physicans Medical Office,215 WEST 125 STREET,215 WEST 125 STREET,MANHATTAN,40.809252499999999,-73.948978440000005,10027,646-680-3000,{'url': 'http://acpny.com/city'},,,,,,,,Call 646-680-3000 for an appointment or for walk-in hours. Both cash and insurance are accepted.,,"{'latitude': '40.8092525', 'longitude': '-73.94897844', 'human_address': '{""address"": ""215 WEST 125 STREET"", ""city"": ""215 WEST 125 STREET"", ""state"": """", ""zip"": """"}'}",12424,18,4,36,18
454,420,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,320 Smith Street,Brooklyn,Brooklyn,40.681096179999997,-73.994326979999997,11231,(718) 403-9371,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.68109618', 'longitude': '-73.99432698', 'human_address': '{""address"": ""320 Smith Street"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",13514,14,2,27,48
133,125,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,194 E 2ND ST,NEW YORK,Manhattan,40.722274599999999,-73.983961699999995,10009,212-375-9000,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7222746', 'longitude': '-73.9839617', 'human_address': '{""address"": ""194 E 2ND ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11729,70,4,50,5
775,576,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,500 WEST 23RD ST.,NEW YORK,MANHATTAN,40.747709909999998,-74.004258680000007,10011,(212) 366-6124,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74770991', 'longitude': '-74.00425868', 'human_address': '{""address"": ""500 WEST 23RD ST."", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12074,12,4,10,6
397,197,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,575 LEXINGTON AVE,NEW YORK,Manhattan,40.757311629999997,-73.971734170000005,10022,212-207-8274,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75731163', 'longitude': '-73.97173417', 'human_address': '{""address"": ""575 LEXINGTON AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12419,71,4,51,9
90,27,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,1279 3RD AVE,NEW YORK,Manhattan,40.770707780000002,-73.959846850000005,10021,212-744-2668,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.77070778', 'longitude': '-73.95984685', 'human_address': '{""address"": ""1279 3RD AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12083,23,4,51,11
134,237,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,1227 Forest Avenue,Staten Island,Staten Island,40.626387559999998,-74.130692499999995,10310,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.62638756', 'longitude': '-74.1306925', 'human_address': '{""address"": ""1227 Forest Avenue"", ""city"": ""Staten Island"", ""state"": """", ""zip"": """"}'}",10697,4,1,13,74
661,668,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Sol's Pharmacy,37-12 108th Street,Corona,QUEENS,40.753674420000003,-73.860309869999995,11368,(718) 639-4107,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75367442', 'longitude': '-73.86030987', 'human_address': '{""address"": ""37-12 108th Street"", ""city"": ""Corona"", ""state"": """", ""zip"": """"}'}",14510,65,3,21,73
412,603,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Stop and Shop Pharmacy,625 Atlantic Avenue,Brooklyn,BROOKLYN,40.683449629999998,-73.975615590000004,11217,(718) 399-6239,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.68344963', 'longitude': '-73.97561559', 'human_address': '{""address"": ""625 Atlantic Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",17619,68,2,48,50
117,120,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,460 8TH AVE,NEW YORK,Manhattan,40.751820860000002,-73.993705390000002,10001,212-244-4026,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75182086', 'longitude': '-73.99370539', 'human_address': '{""address"": ""460 8TH AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11722,11,4,10,8
244,147,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,161 E 23RD ST,NEW YORK,Manhattan,40.739246899999998,-73.984061260000004,10010,212-477-1372,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7392469', 'longitude': '-73.98406126', 'human_address': '{""address"": ""161 E 23RD ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12073,71,4,50,7
429,507,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,512 NEPTUNE AVENUE,BROOKLYN,BROOKLYN,40.579819610000001,-73.972305629999994,11224,(718) 996-0091,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.57981961', 'longitude': '-73.97230563', 'human_address': '{""address"": ""512 NEPTUNE AVENUE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",18184,21,2,15,35
2,2,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,250 BROADWAY,NEW YORK,Manhattan,40.712791080000002,-74.007474849999994,10007,212-571-4511,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71279108', 'longitude': '-74.00747485', 'human_address': '{""address"": ""250 BROADWAY"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11728,56,4,32,1
266,377,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,7 Madison Street,Manhattan,Manhattan,40.711756579999999,-74.000500329999994,10038,(212) 791-5795,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71175658', 'longitude': '-74.00050033', 'human_address': '{""address"": ""7 Madison Street"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",13096,70,4,32,2
850,795,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Grant Houses,3170 BROADWAY ,MANHATTAN,MANHATTAN,40.814787150000001,-73.958927169999995,10027,212-932-6718,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.81478715', 'longitude': '-73.95892717', 'human_address': '{""address"": ""3170 BROADWAY"", ""city"": ""MANHATTAN"", ""state"": """", ""zip"": """"}'}",12424,37,4,23,17
508,723,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Royal Pharmacy (Preferred Heights Inc.),5030 Broadway,Manhattan,MANHATTAN,40.869028149999998,-73.917273649999998,10034,(212) 567-9800,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.86902815', 'longitude': '-73.91727365', 'human_address': '{""address"": ""5030 Broadway"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",13092,47,4,39,22
528,728,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Hamilton Pharmacy,3293 Broadway,Manhattan,MANHATTAN,40.818573890000003,-73.956197079999995,10027,(212) 281-0488,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.81857389', 'longitude': '-73.95619708', 'human_address': '{""address"": ""3293 Broadway"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",12424,37,4,23,17
313,389,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,39-20  Bell Blvd,Queens,Queens,40.764964429999999,-73.771750679999997,11361,(718) 224-2606,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76496443', 'longitude': '-73.77175068', 'human_address': '{""address"": ""39-20 Bell Blvd"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",14196,26,3,20,69
75,225,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,520 Atlantic Avenue,Brooklyn,Brooklyn,40.685264609999997,-73.980598020000002,11217,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.68526461', 'longitude': '-73.98059802', 'human_address': '{""address"": ""520 Atlantic Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",17619,68,2,38,54
207,57,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,11602 BEACH CHANNEL DR,FAR ROCKAWAY,Queens,40.581787749999997,-73.838572299999996,11694,718-945-7781,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.58178775', 'longitude': '-73.8385723', 'human_address': '{""address"": ""11602 BEACH CHANNEL DR"", ""city"": ""FAR ROCKAWAY"", ""state"": """", ""zip"": """"}'}",20532,51,3,41,58
308,276,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,1847 Rockaway Pky,Brooklyn,Brooklyn,40.636642969999997,-73.892800469999997,11236,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.63664297', 'longitude': '-73.89280047', 'human_address': '{""address"": ""1847 Rockaway Pky"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",13827,5,2,8,42
293,76,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,401 E 86TH ST,NEW YORK,Manhattan,40.776886920000003,-73.949304729999994,10028,917-492-8801,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.77688692', 'longitude': '-73.94930473', 'human_address': '{""address"": ""401 E 86TH ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12425,23,4,1,11
234,143,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,46 3RD AVE,NEW YORK,Manhattan,40.73065588,-73.989135970000007,10003,212-475-3563,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.73065588', 'longitude': '-73.98913597', 'human_address': '{""address"": ""46 3RD AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11724,70,4,50,5
